Rent,Deposit,Furnishing,Size,Preferred Tenants,Available From,Build Up,Area,Parking
7000.0,700000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
6000.0,40000,Semi Furnished,1 RK,Bachelor,Ready to Move,300 sqft,banashankari,2w
12000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
6000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
5500.0,40000,Unfurnished,1 RK,Family,Ready to Move,400 sqft,banashankari,2w
6500.0,50000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
7500.0,70000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
25000.0,250000,Semi Furnished,2 BHK,Family,Ready to Move,"1,500 sqft",banashankari,2w
8000.0,70000,Semi Furnished,1 BHK,All,Ready to Move,800 sqft,banashankari,2w
22000.0,150000,Unfurnished,3 BHK,Family,Ready to Move,"1,600 sqft",banashankari,2w
8800.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
6000.0,50000,Semi Furnished,1 RK,Family,Ready to Move,250 sqft,banashankari,2w
9000.0,90000,Semi Furnished,2 BHK,Family,01-Jan-25,500 sqft,banashankari,2w
25000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,950 sqft,banashankari,2w
3000.0,20000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
10000.0,50000,Semi Furnished,1 BHK,All,15-Dec-24,550 sqft,banashankari,2w
6000.0,60000,Unfurnished,1 RK,Bachelor,01-Jan-25,500 sqft,banashankari,2w
10000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
13000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,2w
7000.0,40000,Semi Furnished,1 RK,Bachelor,Ready to Move,250 sqft,banashankari,2w
8000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 BHK,Family,10-Dec-24,500 sqft,banashankari,2w
10800.0,100000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
14000.0,140000,Semi Furnished,2 BHK,Family,01-Jan-25,"1,000 sqft",banashankari,2w
12000.0,75000,Semi Furnished,1 BHK,Company,01-Dec-24,540 sqft,banashankari,2w
7000.0,70000,Unfurnished,1 RK,All,Ready to Move,600 sqft,banashankari,2w
14000.0,100000,Semi Furnished,2 BHK,All,15-Jan-25,700 sqft,banashankari,2w
4800.0,30000,Unfurnished,1 RK,Bachelor,Ready to Move,130 sqft,banashankari,2w
8000.0,40000,Unfurnished,1 BHK,Family,30-Nov-24,600 sqft,banashankari,2w
5000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
12500.0,60000,Semi Furnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
3500.0,20000,Unfurnished,1 RK,Family,Ready to Move,350 sqft,banashankari,2w
3000.0,10000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
18000.0,180000,Semi Furnished,2 BHK,Family,Ready to Move,950 sqft,banashankari,2w
22000.0,220000,Unfurnished,2 BHK,All,Ready to Move,"1,200 sqft",banashankari,2w
7500.0,75000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
12000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,750 sqft,banashankari,2w
5550.0,20000,Semi Furnished,1 RK,Bachelor,10-Jan-25,175 sqft,banashankari,2w
15000.0,100000,Semi Furnished,2 BHK,Family,15-Jan-25,600 sqft,banashankari,2w
13500.0,135000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 RK,Bachelor,15-Dec-24,800 sqft,banashankari,2w
7500.0,50000,Unfurnished,1 BHK,All,20-Jan-25,600 sqft,banashankari,2w
11000.0,100000,Semi Furnished,1 BHK,All,01-Dec-24,550 sqft,banashankari,2w
15000.0,150000,Semi Furnished,2 BHK,Family,01-Dec-24,750 sqft,banashankari,2w
10000.0,80000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
10000.0,50000,Semi Furnished,2 BHK,Family,01-Jan-25,950 sqft,banashankari,2w
22000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
10000.0,100000,Semi Furnished,1 BHK,All,29-Nov-24,650 sqft,banashankari,2w
4000.0,1,Unfurnished,1 RK,Family,Ready to Move,200 sqft,banashankari,2w
5000.0,50000,Unfurnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,Family,30-Nov-24,500 sqft,banashankari,2w
7500.0,60000,Semi Furnished,1 BHK,All,Ready to Move,300 sqft,banashankari,2w
22000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,2w
14000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
10000.0,80000,Semi Furnished,1 RK,Family,Ready to Move,400 sqft,banashankari,2w
7000.0,60000,Unfurnished,1 RK,All,Ready to Move,200 sqft,banashankari,2w
12000.0,70000,Fully Furnished,1 RK,"Company, Bachelor",Ready to Move,350 sqft,banashankari,2w
8500.0,85000,Semi Furnished,1 BHK,All,10-Dec-24,400 sqft,banashankari,2w
16003.0,100000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
6000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
14500.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,Family,28-Nov-24,400 sqft,banashankari,2w
8000.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
12000.0,120000,Semi Furnished,2 BHK,All,30-Dec-24,860 sqft,banashankari,2w
12000.0,120000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
6000.0,60000,Unfurnished,1 RK,Family,Ready to Move,400 sqft,banashankari,2w
11000.0,80000,Unfurnished,1 BHK,Family,15-Dec-24,600 sqft,banashankari,2w
6000.0,50000,Semi Furnished,1 RK,All,Ready to Move,200 sqft,banashankari,2w
4500.0,20000,Semi Furnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
12200.0,50000,Semi Furnished,1 BHK,All,01-Dec-24,360 sqft,banashankari,2w
17500.0,175000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
4500.0,40000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
6500.0,50000,Semi Furnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
6500.0,50000,Unfurnished,1 RK,Family,Ready to Move,250 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,Family,15-Jan-25,"1,000 sqft",banashankari,2w
25000.0,250000,Fully Furnished,3 BHK,Family,Ready to Move,"1,200 sqft",banashankari,2w
11000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,"1,040 sqft",banashankari,2w
7000.0,70000,Unfurnished,1 RK,All,01-Dec-24,300 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,450 sqft,banashankari,2w
15000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
20250.0,150000,Semi Furnished,2 BHK,All,Ready to Move,975 sqft,banashankari,2w
6000.0,60000,Semi Furnished,1 BHK,All,15-Dec-24,550 sqft,banashankari,2w
12000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
5000.0,50000,Semi Furnished,1 RK,Bachelor,Ready to Move,350 sqft,banashankari,2w
12000.0,120000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
10000.0,80000,Semi Furnished,1 BHK,All,01-Dec-24,800 sqft,banashankari,2w
4000.0,25000,Unfurnished,1 RK,Family,Ready to Move,150 sqft,banashankari,2w
6000.0,40000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
25000.0,300000,Fully Furnished,2 BHK,Family,Ready to Move,"1,350 sqft",banashankari,2w
21500.0,200000,Semi Furnished,3 BHK,All,30-Nov-24,"1,200 sqft",banashankari,2w
10000.0,50000,Unfurnished,2 BHK,All,31-Dec-24,800 sqft,banashankari,2w
5000.0,50000,Semi Furnished,1 RK,Family,Ready to Move,300 sqft,banashankari,2w
25000.0,250000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
11000.0,80000,Unfurnished,1 BHK,Family,06-Dec-24,800 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
10500.0,30000,Semi Furnished,1 BHK,Male,Ready to Move,500 sqft,banashankari,2w
13500.0,75000,Semi Furnished,2 BHK,All,01-Dec-24,788 sqft,banashankari,2w
6000.0,30000,Unfurnished,1 RK,Family,Ready to Move,300 sqft,banashankari,2w
6500.0,65000,Semi Furnished,1 RK,Company,Ready to Move,400 sqft,banashankari,2w
15500.0,180000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
19000.0,76000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
10000.0,100000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
6000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
15000.0,90000,Semi Furnished,2 BHK,Family,Ready to Move,"1,134 sqft",banashankari,2w
7000.0,70000,Semi Furnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
7000.0,50000,Semi Furnished,1 BHK,All,31-Dec-24,350 sqft,banashankari,2w
12000.0,100000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
10000.0,100000,Semi Furnished,1 BHK,All,01-Jan-25,600 sqft,banashankari,2w
3000.0,20000,Unfurnished,1 RK,Bachelor,Ready to Move,150 sqft,banashankari,2w
5500.0,35000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
15000.0,75000,Semi Furnished,2 BHK,All,01-Dec-24,600 sqft,banashankari,2w
13500.0,100000,Semi Furnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
7500.0,50000,Unfurnished,1 BHK,All,Ready to Move,800 sqft,banashankari,2w
20000.0,150000,Unfurnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,2w
3500.0,20000,Unfurnished,1 RK,Family,20-Dec-24,300 sqft,banashankari,2w
5000.0,40000,Unfurnished,1 BHK,Family,14-Jan-25,400 sqft,banashankari,2w
15000.0,120000,Fully Furnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
5000.0,50000,Unfurnished,1 RK,All,Ready to Move,220 sqft,banashankari,2w
21000.0,200000,Unfurnished,2 BHK,"Family, Bachelor",Ready to Move,"1,200 sqft",banashankari,2w
14000.0,100000,Semi Furnished,2 BHK,All,01-Dec-24,850 sqft,banashankari,2w
11000.0,100000,Unfurnished,1 BHK,All,30-Nov-24,500 sqft,banashankari,2w
7800.0,50000,Unfurnished,1 BHK,All,04-Jan-25,560 sqft,banashankari,2w
3000.0,15000,Unfurnished,1 BHK,Family,Ready to Move,300 sqft,banashankari,2w
13500.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
7000.0,50000,Unfurnished,1 BHK,All,Ready to Move,350 sqft,banashankari,2w
7500.0,100000,Semi Furnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
15500.0,150000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
10000.0,100000,Unfurnished,1 BHK,Family,30-Nov-24,600 sqft,banashankari,2w
7000.0,25000,Unfurnished,1 BHK,All,10-Jan-25,600 sqft,banashankari,2w
16000.0,150000,Unfurnished,2 BHK,All,01-Dec-24,"1,200 sqft",banashankari,2w
12000.0,100000,Unfurnished,2 BHK,All,01-Dec-24,800 sqft,banashankari,2w
11000.0,100000,Semi Furnished,2 BHK,All,15-Dec-24,800 sqft,banashankari,2w
3800.0,30000,Unfurnished,1 RK,All,30-Nov-24,200 sqft,banashankari,2w
20000.0,200000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
7500.0,70000,Semi Furnished,1 RK,Female,Ready to Move,100 sqft,banashankari,2w
8500.0,80000,Semi Furnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,2w
20000.0,200000,Semi Furnished,3 BHK,Family,Ready to Move,"1,500 sqft",banashankari,2w
6200.0,20000,Unfurnished,1 RK,Bachelor,Ready to Move,350 sqft,banashankari,2w
5500.0,60000,Unfurnished,1 BHK,Family,10-Dec-24,400 sqft,banashankari,2w
5500.0,50000,Unfurnished,1 RK,All,15-Dec-24,300 sqft,banashankari,2w
6500.0,50000,Semi Furnished,1 BHK,Family,01-Dec-24,"1,000 sqft",banashankari,2w
6500.0,30000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
25000.0,150000,Unfurnished,2 BHK,All,Ready to Move,950 sqft,banashankari,2w
6000.0,40000,Semi Furnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
20000.0,200000,Unfurnished,2 BHK,Family,Ready to Move,"1,150 sqft",banashankari,2w
10000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
5800.0,40000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
8000.0,80000,Unfurnished,1 BHK,All,Ready to Move,300 sqft,banashankari,2w
29500.0,200000,Semi Furnished,3 BHK,Family,Ready to Move,"1,650 sqft",banashankari,2w
7500.0,70000,Unfurnished,1 RK,Family,Ready to Move,300 sqft,banashankari,2w
5500.0,40000,Unfurnished,1 BHK,Family,Ready to Move,240 sqft,banashankari,2w
21000.0,210000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
12000.0,120000,Semi Furnished,2 BHK,All,15-Dec-24,650 sqft,banashankari,2w
6000.0,60000,Unfurnished,1 BHK,All,Ready to Move,462 sqft,banashankari,2w
4500.0,30000,Unfurnished,1 RK,All,Ready to Move,400 sqft,banashankari,2w
7500.0,40000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
5000.0,40000,Semi Furnished,1 RK,Bachelor,Ready to Move,120 sqft,banashankari,2w
8000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
12000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,Family,15-Dec-24,500 sqft,banashankari,2w
10500.0,100000,Semi Furnished,1 BHK,Family,10-Dec-24,300 sqft,banashankari,2w
15000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
10000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
7000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
5500.0,50000,Unfurnished,1 BHK,All,20-Dec-24,300 sqft,banashankari,2w
2500.0,20000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
22000.0,220000,Semi Furnished,2 BHK,Family,01-Dec-24,"1,200 sqft",banashankari,2w
6000.0,40000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
20000.0,200000,Unfurnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
6500.0,40000,Unfurnished,1 RK,Company,Ready to Move,400 sqft,banashankari,2w
10000.0,100000,Unfurnished,1 BHK,Family,30-Nov-24,550 sqft,banashankari,2w
20000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
4000.0,40000,Unfurnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
6000.0,70000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
6000.0,50000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
15700.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,500 sqft,banashankari,2w
40000.0,120000,Unfurnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
11000.0,100000,Semi Furnished,1 BHK,All,Ready to Move,700 sqft,banashankari,2w
4500.0,20000,Unfurnished,1 RK,All,Ready to Move,150 sqft,banashankari,2w
8000.0,50000,Unfurnished,2 BHK,Family,01-Jan-25,800 sqft,banashankari,2w
15000.0,200000,Semi Furnished,2 BHK,Family,01-Jan-25,800 sqft,banashankari,2w
8000.0,50000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
6000.0,60000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
9500.0,95000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
6250.0,60000,Fully Furnished,1 RK,Bachelor,Ready to Move,250 sqft,banashankari,2w
14100.0,100000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
18000.0,200000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
25500.0,180000,Semi Furnished,3 BHK,Family,28-Nov-24,"1,000 sqft",banashankari,2w
7500.0,50000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
13000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
5000.0,50000,Unfurnished,1 RK,Family,Ready to Move,300 sqft,banashankari,2w
8000.0,80000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
7000.0,60000,Unfurnished,1 BHK,Family,30-Nov-24,450 sqft,banashankari,2w
8000.0,70000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
10000.0,80000,Unfurnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
9500.0,100000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
15000.0,75000,Unfurnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
7500.0,50000,Semi Furnished,1 BHK,Family,20-Dec-24,400 sqft,banashankari,2w
10000.0,100000,Unfurnished,1 BHK,All,Ready to Move,600 sqft,banashankari,2w
12000.0,120000,Unfurnished,1 BHK,Family,Ready to Move,750 sqft,banashankari,2w
7000.0,70000,Semi Furnished,1 BHK,Family,Ready to Move,300 sqft,banashankari,2w
22000.0,200000,Unfurnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,2w
12000.0,50000,Semi Furnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
15000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,800 sqft,banashankari,2w
9000.0,50000,Unfurnished,1 BHK,All,Ready to Move,550 sqft,banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,685 sqft,banashankari,2w
16000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,700 sqft,banashankari,2w
4000.0,40000,Unfurnished,1 RK,Family,Ready to Move,250 sqft,banashankari,2w
15000.0,150000,Unfurnished,2 BHK,Family,29-Nov-24,"1,000 sqft",banashankari,2w
30000.0,300000,Fully Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
6000.0,60000,Semi Furnished,1 RK,All,01-Dec-24,270 sqft,banashankari,2w
80000.0,100000,Unfurnished,1 BHK,Family,30-Dec-24,650 sqft,banashankari,2w
25000.0,220000,Semi Furnished,3 BHK,Family,14-Dec-24,"1,200 sqft",banashankari,2w
10000.0,100000,Semi Furnished,1 BHK,Male,01-Dec-24,550 sqft,banashankari,2w
11000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,620 sqft,banashankari,2w
15000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,"1,100 sqft",banashankari,2w
4000.0,50000,Unfurnished,1 RK,Family,Ready to Move,250 sqft,banashankari,2w
5300.0,30000,Unfurnished,1 RK,Company,Ready to Move,450 sqft,banashankari,2w
14500.0,100000,Semi Furnished,2 BHK,All,01-Dec-24,"1,500 sqft",banashankari,2w
6000.0,50000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
20000.0,200000,Unfurnished,3 BHK,All,Ready to Move,"1,500 sqft",banashankari,2w
6000.0,66000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
14000.0,140000,Semi Furnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
4000.0,40000,Unfurnished,1 RK,All,Ready to Move,300 sqft,banashankari,2w
10000.0,150000,Unfurnished,2 BHK,Family,Ready to Move,600 sqft,banashankari,2w
8000.0,35000,Unfurnished,1 RK,Bachelor,Ready to Move,120 sqft,banashankari,2w
10000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
7000.0,42000,Unfurnished,1 RK,Bachelor,Ready to Move,120 sqft,banashankari,2w
10000.0,60000,Unfurnished,1 RK,Bachelor,Ready to Move,275 sqft,banashankari,2w
4000.0,20000,Unfurnished,1 RK,All,Ready to Move,350 sqft,banashankari,2w
12000.0,100000,Semi Furnished,2 BHK,Family,01-Dec-24,640 sqft,banashankari,2w
5000.0,30000,Semi Furnished,1 RK,All,20-Dec-24,250 sqft,banashankari,2w
6000.0,40000,Unfurnished,1 BHK,All,Ready to Move,500 sqft,banashankari,2w
10000.0,50000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
8500.0,50000,Semi Furnished,1 BHK,Bachelor,Ready to Move,500 sqft,banashankari,2w
11000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
18000.0,180000,Unfurnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,2w
12000.0,100000,Semi Furnished,2 BHK,Family,30-Nov-24,480 sqft,banashankari,2w
9000.0,19000,Unfurnished,1 BHK,Family,Ready to Move,500 sqft,banashankari,2w
6500.0,65000,Unfurnished,1 BHK,All,Ready to Move,300 sqft,banashankari,2w
8000.0,70000,Unfurnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
20000.0,100000,Semi Furnished,2 BHK,Family,Ready to Move,"1,000 sqft",banashankari,2w
5000.0,50000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
9000.0,70000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
6000.0,30000,Unfurnished,1 BHK,Family,30-Nov-24,600 sqft,banashankari,2w
10000.0,70000,Unfurnished,1 RK,All,Ready to Move,250 sqft,banashankari,2w
8000.0,50000,Semi Furnished,1 BHK,Company,16-Dec-24,400 sqft,banashankari,2w
9000.0,100000,Semi Furnished,1 BHK,Family,01-Dec-24,450 sqft,banashankari,2w
10000.0,50000,Unfurnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
7000.0,70000,Semi Furnished,1 BHK,All,Ready to Move,580 sqft,banashankari,2w
15000.0,100000,Unfurnished,2 BHK,Family,Ready to Move,"1,200 sqft",banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
12000.0,75000,Fully Furnished,1 BHK,Family,Ready to Move,550 sqft,banashankari,2w
14000.0,140000,Semi Furnished,2 BHK,All,Ready to Move,600 sqft,banashankari,2w
4000.0,40000,Semi Furnished,1 RK,Bachelor,Ready to Move,250 sqft,banashankari,2w
6000.0,20000,Semi Furnished,1 RK,Bachelor,Ready to Move,150 sqft,banashankari,2w
14000.0,140000,Semi Furnished,2 BHK,All,Ready to Move,900 sqft,banashankari,2w
4500.0,45000,Semi Furnished,1 BHK,All,Ready to Move,400 sqft,banashankari,2w
10000.0,100000,Unfurnished,1 BHK,Family,Ready to Move,450 sqft,banashankari,2w
14000.0,150000,Semi Furnished,2 BHK,All,Ready to Move,800 sqft,banashankari,2w
12000.0,130000,Unfurnished,2 BHK,Family,Ready to Move,"1,203 sqft",banashankari,2w
10000.0,100000,Semi Furnished,2 BHK,All,Ready to Move,700 sqft,banashankari,2w
19000.0,190000,Semi Furnished,2 BHK,Family,Ready to Move,900 sqft,banashankari,2w
16000.0,48000,Unfurnished,1 BHK,Family,Ready to Move,600 sqft,banashankari,2w
10000.0,100000,Unfurnished,2 BHK,All,Ready to Move,"1,000 sqft",banashankari,2w
32000.0,250000,Semi Furnished,3 BHK,All,Ready to Move,"1,500 sqft",banashankari,2w
15000.0,100000,Unfurnished,2 BHK,All,Ready to Move,780 sqft,banashankari,2w
7500.0,70000,Unfurnished,1 BHK,Family,Ready to Move,400 sqft,banashankari,2w
35000.0,200000,Fully Furnished,2 BHK,All,Ready to Move,"1,200 sqft",banashankari,2w
9000.0,80000,Semi Furnished,1 BHK,Family,Ready to Move,800 sqft,banashankari,2w
15000.0,150000,Semi Furnished,2 BHK,Family,Ready to Move,625 sqft,banashankari,2w
